review_id,order_id,review_score,review_comment_message,review_creation_date,review_answer_timestamp
REV0112,ORD0112,5,auto,2026-05-18 16:04:35,2026-05-18 16:04:35
REV0113,ORD0113,3,auto,2026-05-18 16:04:35,2026-05-18 16:04:35
REV0114,ORD0114,4,auto,2026-05-18 16:04:35,2026-05-18 16:04:35
REV0115,ORD0115,2,auto,2026-05-18 16:04:35,2026-05-18 16:04:35
REV0116,ORD0116,1,auto,2026-05-19 16:04:35,2026-05-19 16:04:35
REV0117,ORD0117,1,auto,2026-05-19 16:04:35,2026-05-19 16:04:35
REV0118,ORD0118,3,auto,2026-05-19 16:04:35,2026-05-19 16:04:35
REV0119,ORD0119,3,auto,2026-05-19 16:04:35,2026-05-19 16:04:35
REV0120,ORD0120,4,auto,2026-05-19 16:04:35,2026-05-19 16:04:35
REV0121,ORD0121,5,auto,2026-05-19 16:04:35,2026-05-19 16:04:35
REV0122,ORD0122,3,auto,2026-05-20 16:04:35,2026-05-20 16:04:35
REV0123,ORD0123,4,auto,2026-05-20 16:04:35,2026-05-20 16:04:35
REV0124,ORD0124,3,auto,2026-05-20 16:04:35,2026-05-20 16:04:35
REV0125,ORD0125,1,auto,2026-05-20 16:04:35,2026-05-20 16:04:35
REV0126,ORD0126,4,auto,2026-05-20 16:04:35,2026-05-20 16:04:35
REV0127,ORD0127,1,auto,2026-05-20 16:04:35,2026-05-20 16:04:35
REV0128,ORD0128,5,auto,2026-05-21 16:04:35,2026-05-21 16:04:35
REV0129,ORD0129,5,auto,2026-05-21 16:04:35,2026-05-21 16:04:35
REV0130,ORD0130,4,auto,2026-05-21 16:04:35,2026-05-21 16:04:35
REV0131,ORD0131,5,auto,2026-05-21 16:04:35,2026-05-21 16:04:35
REV0132,ORD0132,3,auto,2026-05-21 16:04:35,2026-05-21 16:04:35
REV0133,ORD0133,3,auto,2026-05-22 16:04:35,2026-05-22 16:04:35
REV0134,ORD0134,1,auto,2026-05-22 16:04:35,2026-05-22 16:04:35
REV0135,ORD0135,5,auto,2026-05-22 16:04:35,2026-05-22 16:04:35
REV0136,ORD0136,5,auto,2026-05-22 16:04:35,2026-05-22 16:04:35
REV0137,ORD0137,3,auto,2026-05-22 16:04:35,2026-05-22 16:04:35
REV0138,ORD0138,4,auto,2026-05-22 16:04:35,2026-05-22 16:04:35
REV0139,ORD0139,1,auto,2026-05-23 16:04:35,2026-05-23 16:04:35
REV0140,ORD0140,5,auto,2026-05-23 16:04:35,2026-05-23 16:04:35
REV0141,ORD0141,5,auto,2026-05-23 16:04:35,2026-05-23 16:04:35
REV0142,ORD0142,2,auto,2026-05-23 16:04:35,2026-05-23 16:04:35
REV0143,ORD0143,5,auto,2026-05-24 16:04:35,2026-05-24 16:04:35
REV0144,ORD0144,4,auto,2026-05-24 16:04:35,2026-05-24 16:04:35
REV0145,ORD0145,3,auto,2026-05-24 16:04:35,2026-05-24 16:04:35
REV0146,ORD0146,1,auto,2026-05-24 16:04:35,2026-05-24 16:04:35
REV0147,ORD0147,4,auto,2026-05-24 16:04:35,2026-05-24 16:04:35
REV0148,ORD0148,1,auto,2026-05-24 16:04:35,2026-05-24 16:04:35
REV0149,ORD0149,5,auto,2026-05-24 16:04:35,2026-05-24 16:04:35
REV0150,ORD0150,4,auto,2026-05-24 16:04:35,2026-05-24 16:04:35
REV0151,ORD0151,2,auto,2026-05-25 16:04:35,2026-05-25 16:04:35
REV0152,ORD0152,3,auto,2026-05-25 16:04:35,2026-05-25 16:04:35
REV0153,ORD0153,2,auto,2026-05-25 16:04:35,2026-05-25 16:04:35
REV0154,ORD0154,3,auto,2026-05-25 16:04:35,2026-05-25 16:04:35
REV0155,ORD0155,3,auto,2026-05-25 16:04:35,2026-05-25 16:04:35
REV0156,ORD0156,2,auto,2026-05-26 16:04:35,2026-05-26 16:04:35
REV0157,ORD0157,4,auto,2026-05-26 16:04:35,2026-05-26 16:04:35
REV0158,ORD0158,5,auto,2026-05-26 16:04:35,2026-05-26 16:04:35
REV0159,ORD0159,1,auto,2026-05-26 16:04:35,2026-05-26 16:04:35
REV0160,ORD0160,5,auto,2026-05-26 16:04:35,2026-05-26 16:04:35
REV0161,ORD0161,2,auto,2026-05-27 16:04:35,2026-05-27 16:04:35
REV0162,ORD0162,5,auto,2026-05-27 16:04:35,2026-05-27 16:04:35
REV0163,ORD0163,5,auto,2026-05-27 16:04:35,2026-05-27 16:04:35
REV0164,ORD0164,4,auto,2026-05-28 16:04:35,2026-05-28 16:04:35
REV0165,ORD0165,2,auto,2026-05-28 16:04:35,2026-05-28 16:04:35
REV0166,ORD0166,4,auto,2026-05-28 16:04:35,2026-05-28 16:04:35
REV0167,ORD0167,5,auto,2026-05-28 16:04:35,2026-05-28 16:04:35
REV0168,ORD0168,1,auto,2026-05-28 16:04:35,2026-05-28 16:04:35
REV0169,ORD0169,3,auto,2026-05-28 16:04:35,2026-05-28 16:04:35
REV0170,ORD0170,3,auto,2026-05-28 16:04:35,2026-05-28 16:04:35
REV0171,ORD0171,1,auto,2026-05-28 16:04:35,2026-05-28 16:04:35
REV0172,ORD0172,3,auto,2026-05-29 16:04:35,2026-05-29 16:04:35
REV0173,ORD0173,4,auto,2026-05-29 16:04:35,2026-05-29 16:04:35
REV0174,ORD0174,1,auto,2026-05-30 16:04:35,2026-05-30 16:04:35
REV0175,ORD0175,3,auto,2026-05-30 16:04:35,2026-05-30 16:04:35
REV0176,ORD0176,4,auto,2026-05-30 16:04:35,2026-05-30 16:04:35
REV0177,ORD0177,1,auto,2026-05-30 16:04:35,2026-05-30 16:04:35
REV0178,ORD0178,1,auto,2026-05-31 16:04:35,2026-05-31 16:04:35
REV0179,ORD0179,5,auto,2026-06-01 16:04:35,2026-06-01 16:04:35
REV0180,ORD0180,5,auto,2026-06-01 16:04:35,2026-06-01 16:04:35
REV0181,ORD0181,2,auto,2026-06-01 16:04:35,2026-06-01 16:04:35
REV0182,ORD0182,1,auto,2026-06-02 16:04:35,2026-06-02 16:04:35
REV0183,ORD0183,5,auto,2026-06-02 16:04:35,2026-06-02 16:04:35
REV0184,ORD0184,4,auto,2026-06-02 16:04:35,2026-06-02 16:04:35
REV0185,ORD0185,3,auto,2026-06-02 16:04:35,2026-06-02 16:04:35
REV0186,ORD0186,4,auto,2026-06-03 16:04:35,2026-06-03 16:04:35
REV0187,ORD0187,4,auto,2026-06-03 16:04:35,2026-06-03 16:04:35
REV0188,ORD0188,1,auto,2026-06-04 16:04:35,2026-06-04 16:04:35
REV0189,ORD0189,5,auto,2026-06-05 16:04:35,2026-06-05 16:04:35
REV0190,ORD0190,5,auto,2026-06-05 16:04:35,2026-06-05 16:04:35
REV0191,ORD0191,1,auto,2026-06-05 16:04:35,2026-06-05 16:04:35
REV0192,ORD0192,2,auto,2026-06-05 16:04:35,2026-06-05 16:04:35
REV0193,ORD0193,1,auto,2026-06-05 16:04:35,2026-06-05 16:04:35
REV0194,ORD0194,3,auto,2026-06-06 16:04:35,2026-06-06 16:04:35
REV0195,ORD0195,2,auto,2026-06-06 16:04:35,2026-06-06 16:04:35
REV0196,ORD0196,2,auto,2026-06-06 16:04:35,2026-06-06 16:04:35
REV0197,ORD0197,2,auto,2026-06-06 16:04:35,2026-06-06 16:04:35
REV0198,ORD0198,4,auto,2026-06-06 16:04:35,2026-06-06 16:04:35
REV0199,ORD0199,5,auto,2026-06-06 16:04:35,2026-06-06 16:04:35
REV0200,ORD0200,1,auto,2026-06-06 16:04:35,2026-06-06 16:04:35
REV0201,ORD0201,2,auto,2026-06-06 16:04:35,2026-06-06 16:04:35
REV0202,ORD0202,4,auto,2026-06-07 16:04:35,2026-06-07 16:04:35
REV0203,ORD0203,5,auto,2026-06-07 16:04:35,2026-06-07 16:04:35
REV0204,ORD0204,3,auto,2026-06-07 16:04:35,2026-06-07 16:04:35
REV0205,ORD0205,1,auto,2026-06-07 16:04:35,2026-06-07 16:04:35
REV0206,ORD0206,1,auto,2026-06-07 16:04:35,2026-06-07 16:04:35
REV0207,ORD0207,2,auto,2026-06-08 16:04:35,2026-06-08 16:04:35
REV0208,ORD0208,3,auto,2026-06-08 16:04:35,2026-06-08 16:04:35
REV0209,ORD0209,1,auto,2026-06-08 16:04:35,2026-06-08 16:04:35
REV0210,ORD0210,2,auto,2026-06-08 16:04:35,2026-06-08 16:04:35
REV0211,ORD0211,4,auto,2026-06-08 16:04:35,2026-06-08 16:04:35
REV0212,ORD0212,2,auto,2026-06-08 16:04:35,2026-06-08 16:04:35
REV0213,ORD0213,5,auto,2026-06-09 16:04:35,2026-06-09 16:04:35
REV0214,ORD0214,1,auto,2026-06-09 16:04:35,2026-06-09 16:04:35
REV0215,ORD0215,2,auto,2026-06-09 16:04:35,2026-06-09 16:04:35
REV0216,ORD0216,2,auto,2026-06-10 16:04:35,2026-06-10 16:04:35
REV0217,ORD0217,4,auto,2026-06-10 16:04:35,2026-06-10 16:04:35
REV0218,ORD0218,4,auto,2026-06-10 16:04:35,2026-06-10 16:04:35
REV0219,ORD0219,4,auto,2026-06-10 16:04:35,2026-06-10 16:04:35
REV0220,ORD0220,3,auto,2026-06-10 16:04:35,2026-06-10 16:04:35
REV0221,ORD0221,2,auto,2026-06-11 16:04:35,2026-06-11 16:04:35
REV0222,ORD0222,3,auto,2026-06-11 16:04:35,2026-06-11 16:04:35
REV0223,ORD0223,4,auto,2026-06-11 16:04:35,2026-06-11 16:04:35
REV0224,ORD0224,2,auto,2026-06-11 16:04:35,2026-06-11 16:04:35
REV0225,ORD0225,2,auto,2026-06-11 16:04:35,2026-06-11 16:04:35
REV0226,ORD0226,3,auto,2026-06-11 16:04:35,2026-06-11 16:04:35
REV0227,ORD0227,4,auto,2026-06-11 16:04:35,2026-06-11 16:04:35
REV0228,ORD0228,3,auto,2026-06-12 16:04:35,2026-06-12 16:04:35
REV0229,ORD0229,3,auto,2026-06-12 16:04:35,2026-06-12 16:04:35
REV0230,ORD0230,1,auto,2026-06-12 16:04:35,2026-06-12 16:04:35
REV0231,ORD0231,5,auto,2026-06-13 16:04:35,2026-06-13 16:04:35
REV0232,ORD0232,5,auto,2026-06-14 16:04:35,2026-06-14 16:04:35
REV0233,ORD0233,2,auto,2026-06-14 16:04:35,2026-06-14 16:04:35
REV0234,ORD0234,4,auto,2026-06-14 16:04:35,2026-06-14 16:04:35
REV0235,ORD0235,4,auto,2026-06-14 16:04:35,2026-06-14 16:04:35
REV0236,ORD0236,2,auto,2026-06-15 16:04:35,2026-06-15 16:04:35
REV0237,ORD0237,3,auto,2026-06-15 16:04:35,2026-06-15 16:04:35
REV0238,ORD0238,4,auto,2026-06-15 16:04:35,2026-06-15 16:04:35
REV0239,ORD0239,4,auto,2026-06-15 16:04:35,2026-06-15 16:04:35
REV0240,ORD0240,5,auto,2026-06-16 16:04:35,2026-06-16 16:04:35
REV0241,ORD0241,3,auto,2026-06-16 16:04:35,2026-06-16 16:04:35
REV0242,ORD0242,4,auto,2026-06-17 16:04:35,2026-06-17 16:04:35
REV0243,ORD0243,3,auto,2026-06-17 16:04:35,2026-06-17 16:04:35
REV0244,ORD0244,2,auto,2026-06-17 16:04:35,2026-06-17 16:04:35
REV0245,ORD0245,2,auto,2026-06-17 16:04:35,2026-06-17 16:04:35
REV0246,ORD0246,4,auto,2026-06-17 16:04:35,2026-06-17 16:04:35
REV0247,ORD0247,2,auto,2026-06-18 16:04:35,2026-06-18 16:04:35
REV0248,ORD0248,4,auto,2026-06-18 16:04:35,2026-06-18 16:04:35
REV0249,ORD0249,3,auto,2026-06-18 16:04:35,2026-06-18 16:04:35
REV0250,ORD0250,5,auto,2026-06-18 16:04:35,2026-06-18 16:04:35
REV0251,ORD0251,1,auto,2026-06-19 16:04:35,2026-06-19 16:04:35
REV0252,ORD0252,3,auto,2026-06-19 16:04:35,2026-06-19 16:04:35
REV0253,ORD0253,1,auto,2026-06-19 16:04:35,2026-06-19 16:04:35
REV0254,ORD0254,3,auto,2026-06-19 16:04:35,2026-06-19 16:04:35
REV0255,ORD0255,3,auto,2026-06-20 16:04:35,2026-06-20 16:04:35
REV0256,ORD0256,4,auto,2026-06-20 16:04:35,2026-06-20 16:04:35
REV0257,ORD0257,3,auto,2026-06-20 16:04:35,2026-06-20 16:04:35
REV0258,ORD0258,3,auto,2026-06-20 16:04:35,2026-06-20 16:04:35
REV0259,ORD0259,3,auto,2026-06-20 16:04:35,2026-06-20 16:04:35
REV0260,ORD0260,3,auto,2026-06-20 16:04:35,2026-06-20 16:04:35
REV0261,ORD0261,3,auto,2026-06-20 16:04:35,2026-06-20 16:04:35
REV0262,ORD0262,5,auto,2026-06-21 16:04:35,2026-06-21 16:04:35
REV0263,ORD0263,1,auto,2026-06-21 16:04:35,2026-06-21 16:04:35
REV0264,ORD0264,1,auto,2026-06-21 16:04:35,2026-06-21 16:04:35
REV0265,ORD0265,2,auto,2026-06-21 16:04:35,2026-06-21 16:04:35
REV0266,ORD0266,4,auto,2026-06-22 16:04:35,2026-06-22 16:04:35
REV0267,ORD0267,1,auto,2026-06-22 16:04:35,2026-06-22 16:04:35
REV0268,ORD0268,2,auto,2026-06-22 16:04:35,2026-06-22 16:04:35
REV0269,ORD0269,5,auto,2026-06-22 16:04:35,2026-06-22 16:04:35
REV0270,ORD0270,4,auto,2026-06-22 16:04:35,2026-06-22 16:04:35
REV0271,ORD0271,5,auto,2026-06-23 16:04:35,2026-06-23 16:04:35
REV0272,ORD0272,4,auto,2026-06-23 16:04:35,2026-06-23 16:04:35
REV0273,ORD0273,3,auto,2026-06-23 16:04:35,2026-06-23 16:04:35
REV0274,ORD0274,2,auto,2026-06-23 16:04:35,2026-06-23 16:04:35
REV0275,ORD0275,5,auto,2026-06-23 16:04:35,2026-06-23 16:04:35
REV0276,ORD0276,4,auto,2026-06-23 16:04:35,2026-06-23 16:04:35
REV0277,ORD0277,1,auto,2026-06-24 16:04:35,2026-06-24 16:04:35
REV0278,ORD0278,5,auto,2026-06-24 16:04:35,2026-06-24 16:04:35
REV0279,ORD0279,4,auto,2026-06-24 16:04:35,2026-06-24 16:04:35
REV0280,ORD0280,2,auto,2026-06-24 16:04:35,2026-06-24 16:04:35
REV0281,ORD0281,3,auto,2026-06-24 16:04:35,2026-06-24 16:04:35
REV0282,ORD0282,5,auto,2026-06-24 16:04:35,2026-06-24 16:04:35
REV0283,ORD0283,3,auto,2026-06-24 16:04:35,2026-06-24 16:04:35
REV0284,ORD0284,5,auto,2026-06-25 16:04:35,2026-06-25 16:04:35
REV0285,ORD0285,2,auto,2026-06-25 16:04:35,2026-06-25 16:04:35
REV0286,ORD0286,1,auto,2026-06-25 16:04:35,2026-06-25 16:04:35
REV0287,ORD0287,2,auto,2026-06-25 16:04:35,2026-06-25 16:04:35
REV0288,ORD0288,2,auto,2026-06-25 16:04:35,2026-06-25 16:04:35
REV0289,ORD0289,2,auto,2026-06-25 16:04:35,2026-06-25 16:04:35
REV0290,ORD0290,3,auto,2026-06-25 16:04:35,2026-06-25 16:04:35
REV0291,ORD0291,2,auto,2026-06-26 16:04:35,2026-06-26 16:04:35
REV0292,ORD0292,1,auto,2026-06-26 16:04:35,2026-06-26 16:04:35
REV0293,ORD0293,3,auto,2026-06-26 16:04:35,2026-06-26 16:04:35
REV0294,ORD0294,3,auto,2026-06-26 16:04:35,2026-06-26 16:04:35
REV0295,ORD0295,2,auto,2026-06-27 16:04:35,2026-06-27 16:04:35
REV0296,ORD0296,4,auto,2026-06-27 16:04:35,2026-06-27 16:04:35
REV0297,ORD0297,2,auto,2026-06-27 16:04:35,2026-06-27 16:04:35
REV0298,ORD0298,5,auto,2026-06-27 16:04:35,2026-06-27 16:04:35
REV0299,ORD0299,2,auto,2026-06-27 16:04:35,2026-06-27 16:04:35
REV0300,ORD0300,5,auto,2026-06-27 16:04:35,2026-06-27 16:04:35
REV0301,ORD0301,3,auto,2026-06-28 16:04:35,2026-06-28 16:04:35
REV0302,ORD0302,2,auto,2026-06-29 16:04:35,2026-06-29 16:04:35
REV0303,ORD0303,4,auto,2026-06-29 16:04:35,2026-06-29 16:04:35
REV0304,ORD0304,4,auto,2026-06-29 16:04:35,2026-06-29 16:04:35
REV0305,ORD0305,4,auto,2026-06-29 16:04:35,2026-06-29 16:04:35
REV0306,ORD0306,3,auto,2026-06-29 16:04:35,2026-06-29 16:04:35
REV0307,ORD0307,5,auto,2026-06-29 16:04:35,2026-06-29 16:04:35
REV0308,ORD0308,2,auto,2026-06-30 16:04:35,2026-06-30 16:04:35
REV0309,ORD0309,3,auto,2026-06-30 16:04:35,2026-06-30 16:04:35
REV0310,ORD0310,3,auto,2026-06-30 16:04:35,2026-06-30 16:04:35
REV0311,ORD0311,2,auto,2026-07-01 16:04:35,2026-07-01 16:04:35
REV0312,ORD0312,2,auto,2026-07-01 16:04:35,2026-07-01 16:04:35
REV0313,ORD0313,5,auto,2026-07-02 16:04:35,2026-07-02 16:04:35
REV0314,ORD0314,3,auto,2026-07-02 16:04:35,2026-07-02 16:04:35
REV0315,ORD0315,3,auto,2026-07-02 16:04:35,2026-07-02 16:04:35
REV0316,ORD0316,2,auto,2026-07-02 16:04:35,2026-07-02 16:04:35
REV0317,ORD0317,3,auto,2026-07-02 16:04:35,2026-07-02 16:04:35
REV0318,ORD0318,4,auto,2026-07-02 16:04:35,2026-07-02 16:04:35
REV0319,ORD0319,1,auto,2026-07-02 16:04:35,2026-07-02 16:04:35
REV0320,ORD0320,5,auto,2026-07-03 16:04:35,2026-07-03 16:04:35
REV0321,ORD0321,1,auto,2026-07-03 16:04:35,2026-07-03 16:04:35
REV0322,ORD0322,1,auto,2026-07-03 16:04:35,2026-07-03 16:04:35
REV0323,ORD0323,1,auto,2026-07-03 16:04:35,2026-07-03 16:04:35
REV0324,ORD0324,2,auto,2026-07-03 16:04:35,2026-07-03 16:04:35
REV0325,ORD0325,4,auto,2026-07-03 16:04:35,2026-07-03 16:04:35
REV0326,ORD0326,5,auto,2026-07-03 16:04:35,2026-07-03 16:04:35
REV0327,ORD0327,4,auto,2026-07-04 16:04:35,2026-07-04 16:04:35
REV0328,ORD0328,3,auto,2026-07-04 16:04:35,2026-07-04 16:04:35
REV0329,ORD0329,1,auto,2026-07-04 16:04:35,2026-07-04 16:04:35
REV0330,ORD0330,2,auto,2026-07-04 16:04:35,2026-07-04 16:04:35
REV0331,ORD0331,1,auto,2026-07-04 16:04:35,2026-07-04 16:04:35
